Driver,Team,LapTime,LapNumber,SpeedFL,Sector1Time,Sector2Time,Sector3Time,PitStop,PitInTime,PitOutTime,Stint_Count,TyreLife,Compound,Grid,Position,Finish_Position,Status,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Race,Race_ID,DNF,Top10,Grid_Finish_Delta,Season
GAS,Red Bull Racing,105.008,1.0,289.0,,24.917,38.018,0,,,2.0,1.0,MEDIUM,17.0,17.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,91.585,2.0,289.0,30.704,24.245,36.636,0,,,2.0,2.0,MEDIUM,17.0,16.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,91.406,3.0,307.0,30.92,24.387,36.099,0,,,2.0,3.0,MEDIUM,17.0,16.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,92.361,4.0,291.0,32.196,24.238,35.927,0,,,2.0,4.0,MEDIUM,17.0,16.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,91.171,5.0,303.0,30.366,24.301,36.504,0,,,2.0,5.0,MEDIUM,17.0,16.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,91.02,6.0,307.0,30.534,24.444,36.042,0,,,2.0,6.0,MEDIUM,17.0,16.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,91.165,7.0,307.0,30.592,24.278,36.295,0,,,2.0,7.0,MEDIUM,17.0,16.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,91.434,8.0,303.0,30.722,24.391,36.321,0,,,2.0,8.0,MEDIUM,17.0,16.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,91.161,9.0,302.0,30.521,24.492,36.148,0,,,2.0,9.0,MEDIUM,17.0,16.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,91.449,10.0,299.0,30.317,24.35,36.782,0,,,2.0,10.0,MEDIUM,17.0,15.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,90.129,11.0,296.0,30.156,24.102,35.871,0,,,2.0,11.0,MEDIUM,17.0,15.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,90.497,12.0,302.0,30.342,24.143,36.012,0,,,2.0,12.0,MEDIUM,17.0,14.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,91.143,13.0,298.0,30.525,24.313,36.305,0,,,2.0,13.0,MEDIUM,17.0,12.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,90.303,14.0,295.0,30.151,24.09,36.062,0,,,2.0,14.0,MEDIUM,17.0,10.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,89.907,15.0,300.0,30.238,23.996,35.673,0,,,2.0,15.0,MEDIUM,17.0,8.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,89.569,16.0,301.0,29.949,23.906,35.714,0,,,2.0,16.0,MEDIUM,17.0,8.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,89.83,17.0,299.0,29.95,23.979,35.901,0,,,2.0,17.0,MEDIUM,17.0,8.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,90.036,18.0,297.0,30.182,24.064,35.79,0,,,2.0,18.0,MEDIUM,17.0,8.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,89.25,19.0,297.0,29.819,23.959,35.472,0,,,2.0,19.0,MEDIUM,17.0,8.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,89.474,20.0,296.0,29.919,23.879,35.676,0,,,2.0,20.0,MEDIUM,17.0,8.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,89.155,21.0,297.0,29.905,23.803,35.447,0,,,2.0,21.0,MEDIUM,17.0,8.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
GAS,Red Bull Racing,89.675,22.0,297.0,30.007,24.024,35.644,0,,,2.0,22.0,MEDIUM,17.0,8.0,11.0,+1 Lap,23.477868852459014,41.31311475409837,70.4532786885246,0,1.166393442622951,Australian Grand Prix,1,1,0,6.0,2019
