Driver,Team,Avg_Lap_Time,Max_Speed,Pit_Stops,Stint_Count,Avg_Tyre_Life,Constructor,Grid,Finish_Position,Status,Points,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Season,Race,DNF,Top10,Grid_Finish_Delta
ALO,McLaren,0 days 00:01:33.123603448,294.0,1.0,2.0,14.964912280701755,McLaren,10.0,5.0,Finished,10.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,1,5.0
BOT,Mercedes,0 days 00:01:33.234862068,306.0,1.0,2.0,16.36842105263158,Mercedes,15.0,8.0,Finished,4.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,1,7.0
ERI,Sauber,0 days 00:01:35.019200,298.0,0.0,1.0,2.5,Sauber,17.0,19.0,Steering,0.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,1,0,-2.0
GAS,Toro Rosso,0 days 00:01:33.188538461,294.0,0.0,1.0,6.5,Toro Rosso,20.0,18.0,Engine,0.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,1,0,2.0
GRO,Haas F1 Team,0 days 00:01:31.369916666,295.0,1.0,1.0,15.0,Haas F1 Team,6.0,16.0,Wheel,0.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,1,0,-10.0
HAM,Mercedes,0 days 00:01:32.729637931,297.0,1.0,2.0,17.571428571428573,Mercedes,1.0,2.0,Finished,18.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,1,-1.0
HAR,Toro Rosso,0 days 00:01:34.662438596,279.0,2.0,2.0,15.375,Toro Rosso,16.0,15.0,+1 Lap,0.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,1,0,1.0
HUL,Renault,0 days 00:01:33.206103448,301.0,1.0,2.0,16.49122807017544,Renault,7.0,7.0,Finished,6.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,1,0.0
LEC,Sauber,0 days 00:01:33.949000,301.0,2.0,3.0,12.526315789473685,Sauber,18.0,13.0,Finished,0.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,0,5.0
MAG,Haas F1 Team,0 days 00:01:31.430318181,284.0,1.0,1.0,14.0,Haas F1 Team,5.0,17.0,Wheel,0.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,1,0,-12.0
OCO,Force India,0 days 00:01:33.682086206,297.0,1.0,2.0,15.491228070175438,Force India,14.0,12.0,Finished,0.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,0,2.0
PER,Force India,0 days 00:01:33.450000,302.0,1.0,2.0,15.280701754385966,Force India,12.0,11.0,Finished,0.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,0,1.0
RAI,Ferrari,0 days 00:01:32.751586206,288.0,1.0,2.0,17.964912280701753,Ferrari,2.0,3.0,Finished,15.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,1,-1.0
RIC,Red Bull Racing,0 days 00:01:32.764689655,298.0,1.0,2.0,16.280701754385966,Red Bull Racing,8.0,4.0,Finished,12.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,1,4.0
SAI,Renault,0 days 00:01:33.431120689,295.0,1.0,2.0,16.842105263157894,Renault,9.0,10.0,Finished,1.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,1,-1.0
SIR,Williams,0 days 00:01:36.536750,287.0,0.0,1.0,2.0,Williams,19.0,20.0,Brakes,0.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,1,0,-1.0
STR,Williams,0 days 00:01:33.992603448,295.0,2.0,3.0,13.070175438596491,Williams,13.0,14.0,Finished,0.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,0,-1.0
VAN,McLaren,0 days 00:01:33.244896551,294.0,1.0,2.0,15.105263157894736,McLaren,11.0,9.0,Finished,2.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,1,2.0
VER,Red Bull Racing,0 days 00:01:33.141862068,301.0,1.0,2.0,17.07017543859649,Red Bull Racing,4.0,6.0,Finished,8.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,1,-2.0
VET,Ferrari,0 days 00:01:32.642810344,287.0,1.0,2.0,16.280701754385966,Ferrari,3.0,1.0,Finished,25.0,24.077477477477483,36.324324324324316,30.91531531531532,0.04504504504504504,3.6918918918918915,2018,Australian Grand Prix,0,1,2.0
ALO,McLaren,0 days 00:01:38.634821428,297.0,2.0,3.0,10.345454545454546,McLaren,13.0,7.0,+1 Lap,6.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,1,6.0
BOT,Mercedes,0 days 00:01:36.902017857,296.0,1.0,2.0,16.6,Mercedes,3.0,2.0,Finished,18.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,0,1,1.0
ERI,Sauber,0 days 00:01:38.884928571,295.0,1.0,2.0,14.8,Sauber,17.0,9.0,+1 Lap,2.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,1,8.0
GAS,Toro Rosso,0 days 00:01:37.983232142,291.0,2.0,3.0,12.127272727272727,Toro Rosso,5.0,4.0,Finished,12.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,0,1,1.0
GRO,Haas F1 Team,0 days 00:01:39.268678571,295.0,3.0,4.0,7.581818181818182,Haas F1 Team,16.0,13.0,+1 Lap,0.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,0,3.0
HAM,Mercedes,0 days 00:01:37.010464285,305.0,1.0,2.0,15.727272727272727,Mercedes,9.0,3.0,Finished,15.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,0,1,6.0
HAR,Toro Rosso,0 days 00:01:39.133875,299.0,2.0,3.0,10.727272727272727,Toro Rosso,11.0,17.0,+1 Lap,0.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,0,-6.0
HUL,Renault,0 days 00:01:38.613403508,295.0,2.0,3.0,12.0,Renault,7.0,6.0,Finished,8.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,0,1,1.0
LEC,Sauber,0 days 00:01:39.206696428,295.0,2.0,3.0,13.672727272727272,Sauber,19.0,12.0,+1 Lap,0.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,0,7.0
MAG,Haas F1 Team,0 days 00:01:38.192736842,295.0,2.0,3.0,12.964285714285714,Haas F1 Team,6.0,5.0,Finished,10.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,0,1,1.0
OCO,Force India,0 days 00:01:38.994375,295.0,2.0,3.0,10.690909090909091,Force India,8.0,10.0,+1 Lap,1.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,1,-2.0
PER,Force India,0 days 00:01:39.133392857,295.0,2.0,3.0,11.127272727272727,Force India,12.0,16.0,+1 Lap,0.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,0,-4.0
RAI,Ferrari,0 days 00:01:38.163647058,284.0,2.0,2.0,10.454545454545455,Ferrari,2.0,18.0,Wheel,0.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,0,-16.0
RIC,Red Bull Racing,0 days 00:01:38.684000,281.0,0.0,0.0,,Red Bull Racing,4.0,20.0,Electrical,0.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,0,-16.0
SAI,Renault,0 days 00:01:39.112589285,297.0,2.0,3.0,18.454545454545453,Renault,10.0,11.0,+1 Lap,0.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,0,-1.0
SIR,Williams,0 days 00:01:39.637053571,292.0,2.0,3.0,9.781818181818181,Williams,18.0,15.0,+1 Lap,0.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,0,3.0
STR,Williams,0 days 00:01:39.152690909,290.0,2.0,3.0,10.74074074074074,Williams,20.0,14.0,+1 Lap,0.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,0,6.0
VAN,McLaren,0 days 00:01:38.805875,294.0,2.0,3.0,11.309090909090909,McLaren,14.0,8.0,+1 Lap,4.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,1,6.0
VER,Red Bull Racing,0 days 00:01:55.883000,291.0,0.0,1.0,1.0,Red Bull Racing,15.0,19.0,Puncture,0.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,1,0,-4.0
VET,Ferrari,0 days 00:01:36.888589285,298.0,1.0,2.0,17.12962962962963,Ferrari,1.0,1.0,Finished,25.0,27.982524271844653,32.19805825242719,47.36310679611651,0.0,0.9582524271844662,2018,Bahrain Grand Prix,0,1,0.0
ALO,McLaren,0 days 00:01:42.982482142,265.0,1.0,2.0,20.472727272727273,McLaren,13.0,7.0,Finished,6.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,1,6.0
BOT,Mercedes,0 days 00:01:40.447092592,265.0,1.0,2.0,22.547169811320753,Mercedes,3.0,2.0,Finished,18.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,1,1.0
ERI,Sauber,0 days 00:01:41.607185185,260.0,1.0,2.0,19.41509433962264,Sauber,20.0,16.0,Finished,0.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,0,4.0
GAS,Toro Rosso,0 days 00:01:42.361290909,262.0,2.0,2.0,19.61111111111111,Toro Rosso,17.0,18.0,Finished,0.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,0,-1.0
GRO,Haas F1 Team,0 days 00:01:43.601357142,264.0,2.0,2.0,22.272727272727273,Haas F1 Team,10.0,17.0,Finished,0.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,0,-7.0
HAM,Mercedes,0 days 00:01:40.733240740,263.0,1.0,2.0,21.81132075471698,Mercedes,4.0,4.0,Finished,12.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,1,0.0
HAR,Toro Rosso,0 days 00:01:42.235102040,261.0,3.0,2.0,20.604166666666668,Toro Rosso,15.0,20.0,Collision damage,0.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,1,0,-5.0
HUL,Renault,0 days 00:01:41.929618181,266.0,2.0,2.0,22.055555555555557,Renault,7.0,6.0,Finished,8.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,1,1.0
LEC,Sauber,0 days 00:01:41.879703703,261.0,1.0,2.0,19.41509433962264,Sauber,19.0,19.0,Finished,0.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,0,0.0
MAG,Haas F1 Team,0 days 00:01:43.142392857,263.0,1.0,2.0,23.09090909090909,Haas F1 Team,11.0,10.0,Finished,1.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,1,1.0
OCO,Force India,0 days 00:01:43.221964285,266.0,2.0,2.0,19.818181818181817,Force India,12.0,11.0,Finished,0.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,0,1.0
PER,Force India,0 days 00:01:43.234017857,269.0,2.0,2.0,22.272727272727273,Force India,8.0,12.0,Finished,0.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,0,-4.0
RAI,Ferrari,0 days 00:01:41.617000,270.0,1.0,2.0,22.75925925925926,Ferrari,2.0,3.0,Finished,15.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,1,-1.0
RIC,Red Bull Racing,0 days 00:01:40.498296296,265.0,2.0,2.0,22.547169811320753,Red Bull Racing,6.0,1.0,Finished,25.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,1,5.0
SAI,Renault,0 days 00:01:42.203000,266.0,2.0,2.0,22.055555555555557,Renault,9.0,9.0,Finished,2.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,1,0.0
SIR,Williams,0 days 00:01:43.475375,260.0,2.0,2.0,20.0,Williams,16.0,15.0,Finished,0.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,0,1.0
STR,Williams,0 days 00:01:43.426250,262.0,1.0,2.0,19.818181818181817,Williams,18.0,14.0,Finished,0.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,0,4.0
VAN,McLaren,0 days 00:01:43.317017857,261.0,1.0,2.0,19.818181818181817,McLaren,14.0,13.0,Finished,0.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,0,1.0
VER,Red Bull Racing,0 days 00:01:40.549407407,268.0,2.0,2.0,21.81132075471698,Red Bull Racing,5.0,5.0,Finished,10.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,1,0.0
VET,Ferrari,0 days 00:01:40.964703703,265.0,1.0,2.0,21.346153846153847,Ferrari,1.0,8.0,Finished,4.0,19.446428571428573,37.01964285714286,24.089285714285715,0.017857142857142856,1.8375000000000001,2018,Chinese Grand Prix,0,1,-7.0
ALO,McLaren,0 days 00:01:52.774536585,336.0,1.0,2.0,19.825,McLaren,12.0,7.0,Finished,6.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,1,5.0
BOT,Mercedes,0 days 00:01:48.561378378,318.0,1.0,2.0,25.583333333333332,Mercedes,3.0,14.0,Puncture,0.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,1,0,-11.0
ERI,Sauber,0 days 00:01:58.326760869,337.0,4.0,4.0,9.222222222222221,Sauber,18.0,11.0,Finished,0.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,0,7.0
GAS,Toro Rosso,0 days 00:01:53.916690476,318.0,2.0,3.0,11.829268292682928,Toro Rosso,17.0,12.0,Finished,0.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,0,5.0
GRO,Haas F1 Team,0 days 00:01:51.810135135,328.0,1.0,2.0,20.47222222222222,Haas F1 Team,20.0,15.0,Accident,0.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,1,0,5.0
HAM,Mercedes,0 days 00:01:49.160350,319.0,2.0,3.0,13.205128205128204,Mercedes,2.0,1.0,Finished,25.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,1,1.0
HAR,Toro Rosso,0 days 00:01:54.054404761,312.0,3.0,3.0,10.365853658536585,Toro Rosso,19.0,10.0,Finished,1.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,1,9.0
HUL,Renault,0 days 00:01:59.446333333,327.0,0.0,1.0,10.0,Renault,14.0,18.0,Accident,0.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,1,0,-4.0
LEC,Sauber,0 days 00:01:51.901341463,339.0,2.0,3.0,11.05,Sauber,13.0,6.0,Finished,8.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,1,7.0
MAG,Haas F1 Team,0 days 00:01:55.567116279,332.0,2.0,2.0,18.666666666666668,Haas F1 Team,15.0,13.0,Finished,0.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,0,2.0
OCO,,,,,,,Force India,7.0,19.0,Collision,0.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,1,0,-12.0
PER,Force India,0 days 00:01:51.085780487,342.0,1.0,2.0,19.375,Force India,8.0,3.0,Finished,15.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,1,5.0
RAI,Ferrari,0 days 00:01:51.075146341,342.0,2.0,2.0,22.0,Ferrari,6.0,2.0,Finished,18.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,1,4.0
RIC,Red Bull Racing,0 days 00:01:49.727400,344.0,1.0,2.0,23.147058823529413,Red Bull Racing,4.0,17.0,Collision,0.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,1,0,-13.0
SAI,Renault,0 days 00:01:51.444829268,339.0,2.0,3.0,12.625,Renault,9.0,5.0,Finished,10.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,1,4.0
SIR,,,,,,,Williams,11.0,20.0,Collision,0.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,1,0,-9.0
STR,Williams,0 days 00:01:51.970975609,336.0,2.0,3.0,10.9,Williams,10.0,8.0,Finished,4.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,1,2.0
VAN,McLaren,0 days 00:01:54.664860465,323.0,3.0,5.0,7.309523809523809,McLaren,16.0,9.0,Finished,2.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,1,7.0
VER,Red Bull Racing,0 days 00:01:49.746742857,334.0,1.0,2.0,24.294117647058822,Red Bull Racing,5.0,16.0,Collision,0.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,1,0,-11.0
VET,Ferrari,0 days 00:01:48.974900,328.0,2.0,3.0,15.205128205128204,Ferrari,1.0,4.0,Finished,12.0,16.66140350877193,25.25175438596491,45.651754385964914,0.0,2.2228070175438597,2018,Azerbaijan Grand Prix,0,1,-3.0
ALO,McLaren,0 days 00:01:28.010062500,288.0,1.0,2.0,19.936507936507937,McLaren,8.0,8.0,+1 Lap,4.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,1,0.0
BOT,Mercedes,0 days 00:01:26.068846153,296.0,1.0,2.0,21.078125,Mercedes,2.0,2.0,Finished,18.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,0,1,0.0
ERI,Sauber,0 days 00:01:28.944460317,289.0,1.0,2.0,16.596774193548388,Sauber,17.0,13.0,+2 Laps,0.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,0,4.0
GAS,,,,,,,Toro Rosso,12.0,19.0,Collision,0.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,0,-7.0
GRO,,,,,,,Haas F1 Team,10.0,18.0,Collision,0.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,0,-8.0
HAM,Mercedes,0 days 00:01:25.756646153,291.0,1.0,2.0,18.84375,Mercedes,1.0,1.0,Finished,25.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,0,1,0.0
HAR,Toro Rosso,0 days 00:01:28.857396825,289.0,2.0,2.0,16.5,Toro Rosso,20.0,12.0,+2 Laps,0.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,0,8.0
HUL,,,,,,,Renault,16.0,20.0,Collision,0.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,0,-4.0
LEC,Sauber,0 days 00:01:28.555857142,288.0,1.0,2.0,19.016129032258064,Sauber,14.0,10.0,+2 Laps,1.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,1,4.0
MAG,Haas F1 Team,0 days 00:01:27.379828125,289.0,1.0,2.0,18.666666666666668,Haas F1 Team,7.0,6.0,+1 Lap,8.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,1,1.0
OCO,Force India,0 days 00:01:31.158675675,291.0,1.0,2.0,12.5,Force India,13.0,16.0,Oil leak,0.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,0,-3.0
PER,Force India,0 days 00:01:28.510444444,293.0,2.0,3.0,14.080645161290322,Force India,15.0,9.0,+2 Laps,2.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,1,6.0
RAI,Ferrari,0 days 00:01:33.945250,279.0,1.0,1.0,16.0,Ferrari,4.0,17.0,Turbo,0.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,0,-13.0
RIC,Red Bull Racing,0 days 00:01:26.516830769,289.0,1.0,2.0,18.453125,Red Bull Racing,6.0,5.0,Finished,10.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,0,1,1.0
SAI,Renault,0 days 00:01:27.953156250,287.0,1.0,2.0,19.22222222222222,Renault,9.0,7.0,+1 Lap,6.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,1,2.0
SIR,Williams,0 days 00:01:31.070015873,289.0,3.0,3.0,11.548387096774194,Williams,19.0,14.0,+3 Laps,0.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,0,5.0
STR,Williams,0 days 00:01:28.666555555,282.0,1.0,2.0,19.016129032258064,Williams,18.0,11.0,+2 Laps,0.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,0,7.0
VAN,McLaren,0 days 00:01:31.401909090,284.0,1.0,2.0,16.790697674418606,McLaren,11.0,15.0,Gearbox,0.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,1,0,-4.0
VER,Red Bull Racing,0 days 00:01:26.164661538,290.0,1.0,2.0,18.5,Red Bull Racing,5.0,3.0,Finished,15.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,0,1,2.0
VET,Ferrari,0 days 00:01:26.177092307,294.0,2.0,3.0,12.578125,Ferrari,3.0,4.0,Finished,12.0,16.050476190476193,32.33904761904761,52.28666666666667,0.7904761904761904,1.9523809523809523,2018,Spanish Grand Prix,0,1,-1.0
ALO,McLaren,0 days 00:01:19.687980769,259.0,1.0,2.0,16.11764705882353,McLaren,7.0,20.0,Gearbox,0.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,1,0,-13.0
BOT,Mercedes,0 days 00:01:19.405500,273.0,1.0,2.0,27.155844155844157,Mercedes,5.0,5.0,Finished,10.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,1,0.0
ERI,Sauber,0 days 00:01:20.059884615,268.0,1.0,2.0,26.324675324675326,Sauber,16.0,11.0,Finished,0.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,0,5.0
GAS,Toro Rosso,0 days 00:01:19.476128205,265.0,1.0,2.0,22.16883116883117,Toro Rosso,10.0,7.0,Finished,6.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,1,3.0
GRO,Haas F1 Team,0 days 00:01:20.585064935,269.0,2.0,3.0,21.5,Haas F1 Team,18.0,15.0,+1 Lap,0.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,1,0,3.0
HAM,Mercedes,0 days 00:01:19.382307692,265.0,1.0,2.0,34.285714285714285,Mercedes,3.0,3.0,Finished,15.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,1,0.0
HAR,Toro Rosso,0 days 00:01:19.637271428,263.0,1.0,2.0,25.08695652173913,Toro Rosso,15.0,19.0,Collision,0.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,1,0,-4.0
HUL,Renault,0 days 00:01:19.482641025,273.0,1.0,2.0,21.90909090909091,Renault,11.0,8.0,Finished,4.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,0,1,3.0
LEC,Sauber,0 days 00:01:19.660742857,268.0,1.0,2.0,24.44927536231884,Sauber,14.0,18.0,Collision,0.0,26.640707964601766,34.60973451327434,50.892920353982305,0.12389380530973451,1.382300884955752,2018,Monaco Grand Prix,1,0,-4.0
