Driver,Team,LapTime,LapNumber,SpeedFL,Sector1Time,Sector2Time,Sector3Time,PitStop,PitInTime,PitOutTime,Stint_Count,TyreLife,Compound,Grid,Position,Finish_Position,Status,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Race,Race_ID,DNF,Top10,Grid_Finish_Delta,Season
VER,Red Bull Racing,99.479,11.0,276.0,31.749,43.09,24.64,0,,,4.0,14.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,99.41,12.0,276.0,31.702,43.076,24.632,0,,,4.0,15.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,99.534,13.0,275.0,31.809,43.082,24.643,0,,,4.0,16.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,102.05,14.0,,31.831,43.137,27.082,1,0 days 01:25:43.479000,,4.0,17.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,117.409,15.0,276.0,52.162,41.525,23.722,0,,0 days 01:26:08.393000,4.0,1.0,SOFT,2.0,4.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,96.905,16.0,286.0,30.944,41.97,23.991,0,,,4.0,2.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,97.587,17.0,286.0,30.898,42.382,24.307,0,,,4.0,3.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,97.717,18.0,286.0,30.951,42.567,24.199,0,,,4.0,4.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,97.728,19.0,278.0,31.192,42.236,24.3,0,,,4.0,5.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,98.257,20.0,278.0,31.433,42.521,24.303,0,,,4.0,6.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,98.294,21.0,278.0,31.331,42.577,24.386,0,,,4.0,7.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,98.243,22.0,278.0,31.35,42.566,24.327,0,,,4.0,8.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,98.091,23.0,277.0,31.24,42.458,24.393,0,,,4.0,9.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,98.187,24.0,278.0,31.187,42.582,24.418,0,,,4.0,10.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,98.372,25.0,277.0,31.252,42.743,24.377,0,,,4.0,11.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,98.476,26.0,276.0,31.444,42.584,24.448,0,,,4.0,12.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,98.823,27.0,277.0,31.415,42.87,24.538,0,,,4.0,13.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,98.782,28.0,278.0,31.496,42.824,24.462,0,,,4.0,14.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,99.384,29.0,279.0,31.569,43.286,24.529,0,,,4.0,15.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,101.537,30.0,,31.548,43.074,26.915,1,0 days 01:52:17.298000,,4.0,16.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,117.239,31.0,279.0,52.026,41.486,23.727,0,,0 days 01:52:42.243000,4.0,1.0,MEDIUM,2.0,4.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,96.527,32.0,281.0,30.783,41.843,23.901,0,,,4.0,2.0,MEDIUM,2.0,4.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,96.347,33.0,281.0,30.817,41.723,23.807,0,,,4.0,3.0,MEDIUM,2.0,4.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,96.384,34.0,280.0,30.72,41.701,23.963,0,,,4.0,4.0,MEDIUM,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,96.731,35.0,281.0,30.946,41.892,23.893,0,,,4.0,5.0,MEDIUM,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,96.92,36.0,279.0,30.961,41.889,24.07,0,,,4.0,6.0,MEDIUM,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,96.962,37.0,280.0,30.907,42.037,24.018,0,,,4.0,7.0,MEDIUM,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,96.898,38.0,281.0,30.949,41.961,23.988,0,,,4.0,8.0,MEDIUM,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,97.255,39.0,279.0,31.111,42.043,24.101,0,,,4.0,9.0,MEDIUM,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,97.308,40.0,280.0,31.099,42.07,24.139,0,,,4.0,10.0,MEDIUM,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,97.284,41.0,280.0,31.044,42.055,24.185,0,,,4.0,11.0,MEDIUM,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,97.855,42.0,280.0,31.209,42.5,24.146,0,,,4.0,12.0,MEDIUM,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,99.787,43.0,,31.188,42.249,26.35,1,0 days 02:13:40.852000,,4.0,13.0,MEDIUM,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,117.242,44.0,280.0,51.908,41.766,23.568,0,,0 days 02:14:05.204000,4.0,4.0,SOFT,2.0,3.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,95.747,45.0,281.0,30.587,41.43,23.73,0,,,4.0,5.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,129.941,46.0,228.0,42.102,55.284,32.555,0,,,4.0,6.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,134.782,47.0,108.0,40.845,57.084,36.853,0,,,4.0,7.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,,48.0,249.0,54.606,62.831,34.327,0,,,4.0,8.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,145.374,49.0,201.0,43.039,68.042,34.293,0,,,4.0,9.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,144.508,50.0,281.0,45.067,59.062,40.379,0,,,4.0,10.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,95.44,51.0,282.0,30.521,41.27,23.649,0,,,4.0,11.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,95.462,52.0,281.0,30.578,41.319,23.565,0,,,4.0,12.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,95.927,53.0,271.0,30.517,41.435,23.975,0,,,4.0,13.0,SOFT,2.0,2.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
VER,Red Bull Racing,124.094,54.0,,31.367,43.081,49.646,1,0 days 02:35:48.693000,,4.0,14.0,SOFT,2.0,13.0,19.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-17.0,2022
GAS,AlphaTauri,104.27,1.0,275.0,,44.153,24.667,0,,,3.0,4.0,SOFT,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,100.169,2.0,274.0,32.18,43.326,24.663,0,,,3.0,5.0,SOFT,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.968,3.0,275.0,31.94,43.366,24.662,0,,,3.0,6.0,SOFT,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,100.158,4.0,275.0,31.77,43.681,24.707,0,,,3.0,7.0,SOFT,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,100.249,5.0,275.0,31.849,43.679,24.721,0,,,3.0,8.0,SOFT,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,100.474,6.0,274.0,31.986,43.748,24.74,0,,,3.0,9.0,SOFT,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,100.433,7.0,274.0,31.942,43.66,24.831,0,,,3.0,10.0,SOFT,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,100.684,8.0,274.0,32.096,43.852,24.736,0,,,3.0,11.0,SOFT,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,100.844,9.0,274.0,32.023,43.971,24.85,0,,,3.0,12.0,SOFT,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,100.981,10.0,274.0,32.112,44.021,24.848,0,,,3.0,13.0,SOFT,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,101.089,11.0,273.0,32.157,44.084,24.848,0,,,3.0,14.0,SOFT,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,101.347,12.0,274.0,32.263,44.217,24.867,0,,,3.0,15.0,SOFT,10.0,7.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,101.256,13.0,273.0,32.221,44.161,24.874,0,,,3.0,16.0,SOFT,10.0,7.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,104.005,14.0,,32.311,44.13,27.564,1,0 days 01:26:09.339000,,3.0,17.0,SOFT,10.0,7.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,121.397,15.0,287.0,53.152,43.562,24.683,0,,0 days 01:26:33.917000,3.0,1.0,MEDIUM,10.0,12.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,98.705,16.0,274.0,31.029,43.445,24.231,0,,,3.0,2.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,98.868,17.0,274.0,31.602,42.982,24.284,0,,,3.0,3.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,98.888,18.0,275.0,31.56,42.964,24.364,0,,,3.0,4.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.416,19.0,274.0,31.764,43.257,24.395,0,,,3.0,5.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.134,20.0,274.0,31.65,43.006,24.478,0,,,3.0,6.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.083,21.0,274.0,31.628,43.073,24.382,0,,,3.0,7.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.152,22.0,274.0,31.613,43.18,24.359,0,,,3.0,8.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.31,23.0,274.0,31.742,43.158,24.41,0,,,3.0,9.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.363,24.0,274.0,31.692,43.182,24.489,0,,,3.0,10.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.485,25.0,274.0,31.675,43.389,24.421,0,,,3.0,11.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.513,26.0,274.0,31.699,43.271,24.543,0,,,3.0,12.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.919,27.0,274.0,32.171,43.305,24.443,0,,,3.0,13.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.665,28.0,275.0,31.776,43.439,24.45,0,,,3.0,14.0,MEDIUM,10.0,7.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.677,29.0,275.0,31.863,43.331,24.483,0,,,3.0,15.0,MEDIUM,10.0,7.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.8,30.0,274.0,31.846,43.318,24.636,0,,,3.0,16.0,MEDIUM,10.0,7.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,100.874,31.0,275.0,32.457,43.773,24.644,0,,,3.0,17.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,102.305,32.0,,31.928,43.438,26.939,1,0 days 01:56:23.860000,,3.0,18.0,MEDIUM,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,120.808,33.0,275.0,54.323,42.453,24.032,0,,0 days 01:56:50.023000,3.0,1.0,HARD,10.0,10.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,97.324,34.0,277.0,31.172,42.224,23.928,0,,,3.0,2.0,HARD,10.0,10.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,97.54,35.0,278.0,31.28,42.286,23.974,0,,,3.0,3.0,HARD,10.0,9.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.827,36.0,278.0,32.403,43.205,24.219,0,,,3.0,4.0,HARD,10.0,10.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,99.596,37.0,285.0,31.695,43.155,24.746,0,,,3.0,5.0,HARD,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,98.221,38.0,277.0,31.087,42.988,24.146,0,,,3.0,6.0,HARD,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,98.552,39.0,276.0,31.608,42.857,24.087,0,,,3.0,7.0,HARD,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,98.204,40.0,277.0,31.492,42.613,24.099,0,,,3.0,8.0,HARD,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,98.301,41.0,277.0,31.523,42.621,24.157,0,,,3.0,9.0,HARD,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,98.329,42.0,277.0,31.453,42.692,24.184,0,,,3.0,10.0,HARD,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,98.478,43.0,276.0,31.468,42.816,24.194,0,,,3.0,11.0,HARD,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,98.704,44.0,277.0,31.563,42.866,24.275,0,,,3.0,12.0,HARD,10.0,8.0,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
GAS,AlphaTauri,,45.0,,,,,0,,,3.0,13.0,HARD,10.0,,20.0,Power Unit,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-10.0,2022
PER,Red Bull Racing,102.993,1.0,277.0,,43.551,24.454,0,,,4.0,4.0,SOFT,4.0,6.0,18.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-14.0,2022
PER,Red Bull Racing,99.092,2.0,278.0,31.632,42.939,24.521,0,,,4.0,5.0,SOFT,4.0,6.0,18.0,Fuel pressure,23.617791411042944,28.61042944785276,29.49079754601227,0,0.3049079754601227,Bahrain Grand Prix,1,1,0,-14.0,2022
